seq;genus;specific_epithet;genus_trusted;specific_epithet_trusted;country_trusted;country;county;state_province;urls
44250;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;;Ceará;['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012285_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0012285/TileGroup0/0-0-0.jpg']
38683;Piper;quadratiovarium;Piper;hoffmannseggianum;Brasil;Brazil;Prado Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557164_01/TileGroup0/0-0-0.jpg']
34904;Piper;quadratiovarium;Piper;hoffmannseggianum;Brasil;Brazil;Palmares Mun.;Pernambuco;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557165_01/TileGroup0/0-0-0.jpg']
25967;Piper;frutescens;Piper;ovatum;Brasil;Brasil;Cruz das Almas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002666/TileGroup0/0-0-0.jpg']
21922;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Canavieiras;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0060226/TileGroup0/0-0-0.jpg']
21936;Piper;klotzschianum;Piper;klotzschianum;Brasil;Brasil;Ubaíra;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0059759/TileGroup0/0-0-0.jpg']
21940;Piper;limai;Piper;limai;Brasil;Brasil;Igrapiúna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0149844/TileGroup0/0-0-0.jpg']
21949;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Santa Terezinha;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0172761/TileGroup0/0-0-0.jpg']
21952;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Alagoa Nova;Paraíba;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0182755/TileGroup0/0-0-0.jpg']
21958;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Santa Terezinha;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0167113/TileGroup0/0-0-0.jpg']
21953;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Caturama;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0121616/TileGroup0/0-0-0.jpg']
21955;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0144342/TileGroup0/0-0-0.jpg']
21959;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Pilões;Paraíba;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0182702/TileGroup0/0-0-0.jpg']
21968;Piper;ovatum;Piper;ovatum;Brasil;Brasil;Igrapiúna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0145431/TileGroup0/0-0-0.jpg']
8712;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065952/TileGroup0/0-0-0.jpg']
1465;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1572102/TileGroup0/0-0-0.jpg']
39270;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Rosário Mun.;Maranhão;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021395_01/TileGroup0/0-0-0.jpg']
2079;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1572106/TileGroup0/0-0-0.jpg']
9257;Piper;caldense;Piper;caldense;Brasil;Brazil;Arataca;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM321092/TileGroup0/0-0-0.jpg']
9268;Piper;divaricatum;Piper;divaricatum;Brasil;Brazil;Camaçari;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM312697/TileGroup0/0-0-0.jpg']
9256;Piper;amplum;Piper;amplum;Brasil;Brazil;Almadina;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM315324/TileGroup0/0-0-0.jpg']
9274;Piper;marginatum;Piper;marginatum;Brasil;Brazil;Conde;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM285213/TileGroup0/0-0-0.jpg']
20414;Piper;divaricatum;Piper;divaricatum;Brasil;Brasil;Alcobaça;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048635/TileGroup0/0-0-0.jpg']
20498;Piper;klotzschianum;Piper;klotzschianum;Brasil;Brasil;Santo Antônio de Jesus;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00081585/TileGroup0/0-0-0.jpg']
20246;Piper;amplum;Piper;amplum;Brasil;Brasil;Almadina;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00177567/TileGroup0/0-0-0.jpg']
20229;Piper;amalago;Piper;amalago;Brasil;Brasil;Caravelas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00191243/TileGroup0/0-0-0.jpg']
20237;Piper;amalago;Piper;amalago;Brasil;Brasil;Jussari;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00166083/TileGroup0/0-0-0.jpg']
20244;Piper;amplum;Piper;amplum;Brasil;Brasil;Buerarema;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00161695/TileGroup0/0-0-0.jpg']
19847;Peperomia;corcovadensis;Peperomia;corcovadensis;Brasil;Brasil;Amargosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00193984/TileGroup0/0-0-0.jpg']
8612;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM060138/TileGroup0/0-0-0.jpg']
8683;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM116015/TileGroup0/0-0-0.jpg']
20004;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Piatã;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00088654/TileGroup0/0-0-0.jpg']
20962;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Buíque;Pernambuco;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00231328/TileGroup0/0-0-0.jpg']
19922;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00104374/TileGroup0/0-0-0.jpg']
19975;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Abaíra;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00111690/TileGroup0/0-0-0.jpg']
19980;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Morro do Chapéu;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00127131/TileGroup0/0-0-0.jpg']
9329;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;Jacobina;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM255280/TileGroup0/0-0-0.jpg']
9334;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Maraú;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM087898/TileGroup0/0-0-0.jpg']
9302;Piper;divaricatum;Piper;divaricatum;Brasil;Brazil;Ilhéus;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094905/TileGroup0/0-0-0.jpg']
9313;Piper;amplum;Piper;amplum;Brasil;Brazil;Itabuna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094901/TileGroup0/0-0-0.jpg']
9328;Piper;amplum;Piper;amplum;Brasil;Brazil;Ituberá;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM324320/TileGroup0/0-0-0.jpg']
9344;Peperomia;magnoliifolia;Peperomia;magnoliifolia;Brasil;Brazil;Nova Viçosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM090841/TileGroup0/0-0-0.jpg']
9354;Piper;ilheusense;Piper;ilheusense;Brasil;Brazil;Porto Seguro;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094893/TileGroup0/0-0-0.jpg']
9366;Piper;amplum;Piper;amplum;Brasil;Brazil;Santa Cruz Cabrália;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM255274/TileGroup0/0-0-0.jpg']
9364;Piper;ilheusense;Piper;ilheusense;Brasil;Brazil;Santa Cruz Cabrália;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094890/TileGroup0/0-0-0.jpg']
21980;Piper;rhododendrifolium;Piper;rhododendrifolium;Brasil;Brasil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0144349/TileGroup0/0-0-0.jpg']
19897;Peperomia;glabella;Peperomia;glabella;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00104053/TileGroup0/0-0-0.jpg']
19915;Peperomia;magnoliifolia;Peperomia;magnoliifolia;Brasil;Brasil;Almadina;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00169157/TileGroup0/0-0-0.jpg']
19926;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00094715/TileGroup0/0-0-0.jpg']
19934;Peperomia;oreophila;Peperomia;oreophila;Brasil;Brasil;Rio de Contas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00079231/TileGroup0/0-0-0.jpg']
21355;Piper;ovatum;Piper;ovatum;Brasil;Brasil;Santa Terezinha;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0172759/TileGroup0/0-0-0.jpg']
21367;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Itaberaba;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0091945/TileGroup0/0-0-0.jpg']
21416;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Feira de Santana;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0120311/TileGroup0/0-0-0.jpg']
21352;Peperomia;alata;Peperomia;alata;Brasil;Brasil;Amargosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0119216/TileGroup0/0-0-0.jpg']
21368;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Anguera;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0009585/TileGroup0/0-0-0.jpg']
21414;Peperomia;alata;Peperomia;alata;Brasil;Brasil;Senhor do Bonfim;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0097913/TileGroup0/0-0-0.jpg']
21433;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0000073/TileGroup0/0-0-0.jpg']
21439;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Itaberaba;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0096030/TileGroup0/0-0-0.jpg']
21432;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Maracás;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0059671/TileGroup0/0-0-0.jpg']
21438;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Rui Barbosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0085530/TileGroup0/0-0-0.jpg']
7883;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brazil;Olinda;Pernambuco;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149515/TileGroup0/0-0-0.jpg']
1695;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1481546/TileGroup0/0-0-0.jpg']
20495;Piper;ilheusense;Piper;ilheusense;Brasil;Brasil;Maraú;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048618/TileGroup0/0-0-0.jpg']
36670;Piper;hoffmannseggianum;Piper;hoffmannseggianum;Brasil;Brazil;Maraú Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556716_01/TileGroup0/0-0-0.jpg']
2208;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brazil;;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1572107/TileGroup0/0-0-0.jpg']
7472;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;;Maranhão;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC150036/TileGroup0/0-0-0.jpg']
8224;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Maraú;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149668/TileGroup0/0-0-0.jpg']
9269;Piper;ovatum;Piper;ovatum;Brasil;Brazil;Camamu;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM332575/TileGroup0/0-0-0.jpg']
8790;Piper;amplum;Piper;amplum;Brasil;Brazil;Porto Seguro;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM384341/TileGroup0/0-0-0.jpg']
8855;Piper;caldense;Piper;caldense;Brasil;Brazil;Juassari;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM321091/TileGroup0/0-0-0.jpg']
9300;Piper;caldense;Piper;caldense;Brasil;Brazil;Ilhéus;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094907/TileGroup0/0-0-0.jpg']
9310;Piper;amalago;Piper;amalago;Brasil;Brazil;Itaberaba;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162984/TileGroup0/0-0-0.jpg']
9312;Piper;vicosanum;Piper;vicosanum;Brasil;Brazil;Itabuna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094896/TileGroup0/0-0-0.jpg']
9375;Piper;ovatum;Piper;ovatum;Brasil;Brazil;Una;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094904/TileGroup0/0-0-0.jpg']
9348;Piper;vicosanum;Piper;vicosanum;Brasil;Brazil;Porto Seguro;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM094892/TileGroup0/0-0-0.jpg']
9358;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Prado;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM255275/TileGroup0/0-0-0.jpg']
9356;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Prado;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM103274/TileGroup0/0-0-0.jpg']
9367;Piper;divaricatum;Piper;divaricatum;Brasil;Brazil;Santo Amaro;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162983/TileGroup0/0-0-0.jpg']
9370;Piper;divaricatum;Piper;divaricatum;Brasil;Brazil;Ubaitaba;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM229798/TileGroup0/0-0-0.jpg']
9382;Piper;amplum;Piper;amplum;Brasil;Brazil;Una;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM151509/TileGroup0/0-0-0.jpg']
20002;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Morro do Chapéu;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00048638/TileGroup0/0-0-0.jpg']
36795;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Aurelino Leal Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555846_01/TileGroup0/0-0-0.jpg']
36802;Piper;ovatum;Piper;ovatum;Brasil;Brazil;Porto Seguro Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557110_01/TileGroup0/0-0-0.jpg']
36805;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Ilhéus Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00555874_01/TileGroup0/0-0-0.jpg']
36822;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brazil;Ilhéus Mun.;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00298260_01/TileGroup0/0-0-0.jpg']
20024;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brasil;Camacan;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00177566/TileGroup0/0-0-0.jpg']
20298;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Jacobina;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115895/TileGroup0/0-0-0.jpg']
14066;Piper;ovatum;Piper;ovatum;Brasil;Brasil;Itabuna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN015465_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN015465_R/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN015465/TileGroup0/0-0-0.jpg']
19936;Peperomia;oreophila;Peperomia;oreophila;Brasil;Brasil;Rio de Contas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00079234/TileGroup0/0-0-0.jpg']
19831;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00094718/TileGroup0/0-0-0.jpg']
20346;Piper;cernuum;Piper;cernuum;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00104365/TileGroup0/0-0-0.jpg']
19822;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Morro do Chapéu;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00117210/TileGroup0/0-0-0.jpg']
20767;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Loreto;Maranhão;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00194323/TileGroup0/0-0-0.jpg']
20023;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brasil;Camacan;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00169449/TileGroup0/0-0-0.jpg']
20195;Piper;aduncum;Piper;aduncum;Brasil;Brasil;Rio de Contas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00082803/TileGroup0/0-0-0.jpg']
20226;Piper;amalago;Piper;amalago;Brasil;Brasil;Ibicaraí;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00060917/TileGroup0/0-0-0.jpg']
20315;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Arataca;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234126/TileGroup0/0-0-0.jpg']
20332;Piper;caldense;Piper;caldense;Brasil;Brasil;Camacan;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00171557/TileGroup0/0-0-0.jpg']
20428;Piper;fuligineum;Piper;fuligineum;Brasil;Brasil;Rio de Contas;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00129424/TileGroup0/0-0-0.jpg']
20615;Piper;tectoniifolium;Piper;tectoniifolium;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00105086/TileGroup0/0-0-0.jpg']
20700;Peperomia;sincorana;Peperomia;sincorana;Brasil;Brasil;Mucugê;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00018945/TileGroup0/0-0-0.jpg']
20668;Piper;caldense;Piper;caldense;Brasil;Brasil;Arataca;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00177568/TileGroup0/0-0-0.jpg']
20678;Peperomia;blanda;Peperomia;blanda;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00120956/TileGroup0/0-0-0.jpg']
20684;Piper;cernuum;Piper;cernuum;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00120963/TileGroup0/0-0-0.jpg']
20688;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00124030/TileGroup0/0-0-0.jpg']
20698;Peperomia;nitida;Peperomia;nitida;Brasil;Brasil;Mucugê;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00018490/TileGroup0/0-0-0.jpg']
20311;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Floresta Azul;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00158774/TileGroup0/0-0-0.jpg']
21462;Peperomia;galioides;Peperomia;galioides;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0021272/TileGroup0/0-0-0.jpg']
21489;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Igrapiúna;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0158577/TileGroup0/0-0-0.jpg']
21498;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0063745/TileGroup0/0-0-0.jpg']
21455;Peperomia;corcovadensis;Peperomia;corcovadensis;Brasil;Brasil;Amargosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0116504/TileGroup0/0-0-0.jpg']
21487;Peperomia;nitida;Peperomia;nitida;Brasil;Brasil;Lençóis;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0021100/TileGroup0/0-0-0.jpg']
21505;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brasil;Salvador;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0144755/TileGroup0/0-0-0.jpg']
21501;Peperomia;obtusifolia;Peperomia;obtusifolia;Brasil;Brasil;Ipiau;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0187361/TileGroup0/0-0-0.jpg']
22231;Peperomia;nitida;Peperomia;nitida;Brasil;Brasil;Mucugê;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0052224/TileGroup0/0-0-0.jpg']
21609;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brasil;Wenceslau Guimarães;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0126999/TileGroup0/0-0-0.jpg']
21524;Peperomia;rotundifolia;Peperomia;rotundifolia;Brasil;Brasil;Amargosa;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0116520/TileGroup0/0-0-0.jpg']
21567;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Piatã;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0012892/TileGroup0/0-0-0.jpg']
21578;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Piatã;Bahia;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0025006/TileGroup0/0-0-0.jpg']
