seq;genus;specific_epithet;genus_trusted;specific_epithet_trusted;country_trusted;country;county;state_province;urls
26226;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556111_01/TileGroup0/0-0-0.jpg']
31980;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957323_01/TileGroup0/0-0-0.jpg']
31987;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556115_01/TileGroup0/0-0-0.jpg']
37082;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Belo Horizonte Mun.;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556128_01/TileGroup0/0-0-0.jpg']
37306;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Itaguaçu Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556130_01/TileGroup0/0-0-0.jpg']
38245;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Rio de Janeiro Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556104_01/TileGroup0/0-0-0.jpg']
38308;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Rio de Janeiro Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556096_01/TileGroup0/0-0-0.jpg']
38384;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Rio de Janeiro Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556100_01/TileGroup0/0-0-0.jpg']
38400;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Rio de Janeiro Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556099_01/TileGroup0/0-0-0.jpg']
38583;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Itatiaia Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556116_01/TileGroup0/0-0-0.jpg']
38742;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Limeira Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556110_01/TileGroup0/0-0-0.jpg']
39018;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;São Paulo Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556109_01/TileGroup0/0-0-0.jpg']
39037;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Niterói Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556105_01/TileGroup0/0-0-0.jpg']
39187;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Dionísio Mun.;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957316_01/TileGroup0/0-0-0.jpg']
40416;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Nova Venécia Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556107_01/TileGroup0/0-0-0.jpg']
3719;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005574/TileGroup0/0-0-0.jpg']
3723;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005578/TileGroup0/0-0-0.jpg']
3722;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005577/TileGroup0/0-0-0.jpg']
11062;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Guarujá;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM159241/TileGroup0/0-0-0.jpg']
11065;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Iguape;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240043/TileGroup0/0-0-0.jpg']
11077;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Piracicaba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM162297/TileGroup0/0-0-0.jpg']
11110;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Ubatuba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM240035/TileGroup0/0-0-0.jpg']
22969;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Lima Duarte;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA108633/TileGroup0/0-0-0.jpg']
14401;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Viçosa;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000222/TileGroup0/0-0-0.jpg']
14402;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Viçosa;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/VIC/VIC000189/TileGroup0/0-0-0.jpg']
22749;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Mogi-Guaçu;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA012544/TileGroup0/0-0-0.jpg']
21867;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Ubatuba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0038392/TileGroup0/0-0-0.jpg']
22109;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Venda Nova do Imigrante;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0067670/TileGroup0/0-0-0.jpg']
22235;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0085070/TileGroup0/0-0-0.jpg']
23378;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Matão;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA014020/TileGroup0/0-0-0.jpg']
25101;Piper;corcovadensis;Piper;grazielae;Brasil;Brasil;Rio de Janeiro;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011194/TileGroup0/0-0-0.jpg']
31985;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957321_01/TileGroup0/0-0-0.jpg']
31986;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556114_01/TileGroup0/0-0-0.jpg']
36846;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Serra Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556138_01/TileGroup0/0-0-0.jpg']
37317;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Anhembi Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556113_01/TileGroup0/0-0-0.jpg']
37361;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Caieiras Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01096307_01/TileGroup0/0-0-0.jpg']
37362;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Caieiras Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556112_01/TileGroup0/0-0-0.jpg']
37460;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Castelo Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556129_01/TileGroup0/0-0-0.jpg']
37592;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Ibatiba Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556134_01/TileGroup0/0-0-0.jpg']
37776;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Rio de Janeiro Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556122_01/TileGroup0/0-0-0.jpg']
37902;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Petrópolis Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556097_01/TileGroup0/0-0-0.jpg']
38179;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Carmo do Rio Claro Mun.;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957320_01/TileGroup0/0-0-0.jpg']
39020;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;São Paulo Mun.;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00885120_02/TileGroup0/0-0-0.jpg']
39185;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Dionísio Mun.;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556094_01/TileGroup0/0-0-0.jpg']
39756;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Santa Maria Madalena Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556137_01/TileGroup0/0-0-0.jpg']
40239;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Itaguaí Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556101_01/TileGroup0/0-0-0.jpg']
40310;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Nova Venécia Mun.;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556118_01/TileGroup0/0-0-0.jpg']
40727;Piper;corcovadensis;Piper;grazielae;Brasil;Brazil;Itaguaí Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556098_01/TileGroup0/0-0-0.jpg']
11361;Piper;corcovadensis;Piper;grazielae;Brasil;;SAO PAULO;SP;['https://storage.googleapis.com/cria-zoomify/herbaria/CEN/CEN00051608/TileGroup0/0-0-0.jpg']
12002;Piper;corcovadensis;Piper;grazielae;Brasil;;VENDA NOVA DO IMIGRANTE;ES;['https://storage.googleapis.com/cria-zoomify/herbaria/CEN/CEN00039783/TileGroup0/0-0-0.jpg']
13250;Ottonia;sampaioi;Piper;grazielae;Brasil;Brasil;;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/R/R000038846_001/TileGroup0/0-0-0.jpg']
24939;Ottonia;edwallii;Piper;miquelianum;Brasil;Brasil;Ribeira de Iguape;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001453/TileGroup0/0-0-0.jpg']
25246;Ottonia;elocalis;Piper;miquelianum;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001910/TileGroup0/0-0-0.jpg']
25240;Ottonia;hammari;Piper;miquelianum;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001454/TileGroup0/0-0-0.jpg']
25238;Ottonia;hoehnei;Piper;miquelianum;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001455/TileGroup0/0-0-0.jpg']
25166;Piper;frutescens;Piper;ovatum;Brasil;Brasil;Indaiatuba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011217/TileGroup0/0-0-0.jpg']
21972;Piper;ovatum;Piper;ovatum;Brasil;Brasil;Piracicaba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0038393/TileGroup0/0-0-0.jpg']
22934;Peperomia;galioides;Peperomia;galioides;Brasil;Brasil;Caeté;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA031454/TileGroup0/0-0-0.jpg']
20288;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Jaci;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00102247/TileGroup0/0-0-0.jpg']
20296;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Paulo de Faria;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00114943/TileGroup0/0-0-0.jpg']
20274;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Itatiaia;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209153/TileGroup0/0-0-0.jpg']
19845;Peperomia;corcovadensis;Peperomia;corcovadensis;Brasil;Brasil;Cunha;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00175712/TileGroup0/0-0-0.jpg']
1158;Peperomia;hispidula;Peperomia;hispidula;Brasil;Brazil;;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1480436/TileGroup0/0-0-0.jpg']
519;Piper;crassinervium;Piper;crassinervium;Brasil;Brazil;;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0117333/TileGroup0/0-0-0.jpg']
9603;Peperomia;corcovadensis;Peperomia;corcovadensis;Brasil;Brazil;Juiz de Fora;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM254241/TileGroup0/0-0-0.jpg']
21322;Piper;chimonanthifolium;Piper;chimonanthifolium;Brasil;Brasil;Tapiraí;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00096623/TileGroup0/0-0-0.jpg']
39247;Piper;gaudichaudianum;Piper;gaudichaudianum;Brasil;Brazil;Teresópolis Mun.;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556549_01/TileGroup0/0-0-0.jpg']
20519;Piper;macedoi;Piper;macedoi;Brasil;Brasil;Nhandeara;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00135790/TileGroup0/0-0-0.jpg']
22991;Peperomia;crinicaulis;Peperomia;crinicaulis;Brasil;Brasil;Santana do Riacho;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA009898/TileGroup0/0-0-0.jpg']
22804;Piper;rivinoides;Piper;rivinoides;Brasil;Brasil;Saracuruna;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA122835/TileGroup0/0-0-0.jpg']
22815;Piper;umbellatum;Piper;umbellatum;Brasil;Brasil;Indianápolis;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA099492/TileGroup0/0-0-0.jpg']
20275;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Ubatuba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209184/TileGroup0/0-0-0.jpg']
19835;Peperomia;catharinae;Peperomia;catharinae;Brasil;Brasil;Itaberá;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00101445/TileGroup0/0-0-0.jpg']
19840;Peperomia;catharinae;Peperomia;catharinae;Brasil;Brasil;Bragança Paulista;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00082605/TileGroup0/0-0-0.jpg']
19854;Peperomia;crinicaulis;Peperomia;crinicaulis;Brasil;Brasil;Catas Altas;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00162784/TileGroup0/0-0-0.jpg']
19858;Peperomia;crinicaulis;Peperomia;crinicaulis;Brasil;Brasil;Tiradentes;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00092699/TileGroup0/0-0-0.jpg']
10796;Piper;amalago;Piper;amalago;Brasil;Brazil;Niterói;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM087374/TileGroup0/0-0-0.jpg']
9581;Peperomia;blanda;Peperomia;blanda;Brasil;Brazil;Diamantina;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM069608/TileGroup0/0-0-0.jpg']
6980;Peperomia;urocarpa;Peperomia;urocarpa;Brasil;Brazil;;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149602/TileGroup0/0-0-0.jpg']
8833;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Paraty;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM405150/TileGroup0/0-0-0.jpg']
9395;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brazil;Alfredo Chaves;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM172546/TileGroup0/0-0-0.jpg']
9601;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brazil;Joaquim Felício;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065930/TileGroup0/0-0-0.jpg']
10799;Piper;anisum;Piper;anisum;Brasil;Brazil;Nova Friburgo;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM425466/TileGroup0/0-0-0.jpg']
10801;Piper;malacophyllum;Piper;malacophyllum;Brasil;Brazil;Nova Friburgo;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM343051/TileGroup0/0-0-0.jpg']
10811;Piper;amplum;Piper;amplum;Brasil;Brazil;Rio de Janeiro;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM023015/TileGroup0/0-0-0.jpg']
10803;Piper;anisum;Piper;anisum;Brasil;Brazil;Nova Iguaçu;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM410054/TileGroup0/0-0-0.jpg']
10825;Piper;divaricatum;Piper;divaricatum;Brasil;Brazil;São Pedro da Aldeia;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM405043/TileGroup0/0-0-0.jpg']
20389;Piper;crassinervium;Piper;crassinervium;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209163/TileGroup0/0-0-0.jpg']
20395;Piper;crassinervium;Piper;crassinervium;Brasil;Brasil;Iporanga;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00095757/TileGroup0/0-0-0.jpg']
20397;Piper;cubataonum;Piper;cubataonum;Brasil;Brasil;Rio Vermelho;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00231363/TileGroup0/0-0-0.jpg']
20462;Piper;glabratum;Piper;glabratum;Brasil;Brasil;Bragança Paulista;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00082600/TileGroup0/0-0-0.jpg']
20539;Piper;miquelianum;Piper;miquelianum;Brasil;Brasil;São Paulo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00209188/TileGroup0/0-0-0.jpg']
20493;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Joanópolis;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00099818/TileGroup0/0-0-0.jpg']
20506;Piper;lhotzkyanum;Piper;lhotzkyanum;Brasil;Brasil;Lavrinhas;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00116338/TileGroup0/0-0-0.jpg']
20349;Piper;cernuum;Piper;cernuum;Brasil;Brasil;;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00106547/TileGroup0/0-0-0.jpg']
20587;Piper;rivinoides;Piper;rivinoides;Brasil;Brasil;Duque de Caxias;Rio de Janeiro;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00234117/TileGroup0/0-0-0.jpg']
20536;Piper;malacophyllum;Piper;malacophyllum;Brasil;Brasil;Águas da Prata;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00098470/TileGroup0/0-0-0.jpg']
20540;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Angatuba;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00114945/TileGroup0/0-0-0.jpg']
20545;Piper;mollicomum;Piper;mollicomum;Brasil;Brasil;Linhares;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00231358/TileGroup0/0-0-0.jpg']
20548;Piper;mosenii;Piper;mosenii;Brasil;Brasil;Barra do Turvo;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00103188/TileGroup0/0-0-0.jpg']
20756;Peperomia;pseudoestrellensis;Peperomia;pseudoestrellensis;Brasil;Brasil;Serra;Espírito Santo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00032116/TileGroup0/0-0-0.jpg']
20784;Piper;aduncum;Piper;aduncum;Brasil;Brasil;Araxá;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097769_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00097769/TileGroup0/0-0-0.jpg']
20795;Peperomia;galioides;Peperomia;galioides;Brasil;Brasil;Caeté;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00078136/TileGroup0/0-0-0.jpg']
20800;Piper;solmsianum;Piper;solmsianum;Brasil;Brasil;Caparaó;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148967/TileGroup0/0-0-0.jpg']
20813;Peperomia;tetraphylla;Peperomia;tetraphylla;Brasil;Brasil;Cristália;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00041056/TileGroup0/0-0-0.jpg']
20787;Piper;lepturum;Piper;lepturum;Brasil;Brasil;Belmiro Braga;Minas Gerais;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00165453/TileGroup0/0-0-0.jpg']
21121;Peperomia;glabella;Peperomia;glabella;Brasil;Brasil;Itararé;São Paulo;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00115180/TileGroup0/0-0-0.jpg']
