seq;genus;specific_epithet;genus_trusted;specific_epithet_trusted;country_trusted;country;county;state_province;urls
8708;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM052312/TileGroup0/0-0-0.jpg']
19866;Peperomia;elongata;Peperomia;elongata;Brasil;Brasil;Luciara;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00044272/TileGroup0/0-0-0.jpg']
8901;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065944/TileGroup0/0-0-0.jpg']
36778;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Corumbá de Goiás Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957115_01/TileGroup0/0-0-0.jpg']
7222;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149669/TileGroup0/0-0-0.jpg']
8772;Piper;amalago;Piper;amalago;Brasil;Brazil;;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065957/TileGroup0/0-0-0.jpg']
9510;Piper;glabratum;Piper;glabratum;Brasil;Brazil;Antônio João;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM319262/TileGroup0/0-0-0.jpg']
8437;Peperomia;circinnata;Peperomia;circinnata;Brasil;Brazil;Pirenópolis;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM423431/TileGroup0/0-0-0.jpg']
8831;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Goiânia;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM348470/TileGroup0/0-0-0.jpg']
8897;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;Porto Esperidião;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM204322/TileGroup0/0-0-0.jpg']
9507;Piper;glabratum;Piper;glabratum;Brasil;Brazil;Anastácio;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM176389/TileGroup0/0-0-0.jpg']
9464;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Corumbá de Goiás;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065933/TileGroup0/0-0-0.jpg']
9473;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;Mossâmedes;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM343050/TileGroup0/0-0-0.jpg']
9484;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Cáceres;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM377371/TileGroup0/0-0-0.jpg']
9485;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Cáceres;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM377365/TileGroup0/0-0-0.jpg']
9538;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Miranda;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM312439/TileGroup0/0-0-0.jpg']
36818;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;Colinas do Sul Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00935145_01/TileGroup0/0-0-0.jpg']
20289;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Costa Rica;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00102416/TileGroup0/0-0-0.jpg']
20305;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Goiânia;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00060540/TileGroup0/0-0-0.jpg']
20564;Piper;ovatum;Piper;ovatum;Brasil;Brasil;Goiânia;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00060718/TileGroup0/0-0-0.jpg']
20766;Piper;amalago;Piper;amalago;Brasil;Brasil;São Domingos;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00161697/TileGroup0/0-0-0.jpg']
20774;Piper;regnellii;Piper;regnellii;Brasil;Brasil;Amambai;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00080782/TileGroup0/0-0-0.jpg']
21742;Piper;amalago;Piper;amalago;Brasil;Brasil;Campos Belos;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/HUEFS/HUEFS0143510/TileGroup0/0-0-0.jpg']
22660;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brasil;Juruena;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045601/TileGroup0/0-0-0.jpg']
22731;Piper;aduncum;Piper;aduncum;Brasil;Brasil;Nobres;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045648/TileGroup0/0-0-0.jpg']
22775;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Aripuanã;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045659/TileGroup0/0-0-0.jpg']
22767;Piper;glabratum;Piper;glabratum;Brasil;Brasil;Aripuanã;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045654/TileGroup0/0-0-0.jpg']
23666;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Juruena;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045664/TileGroup0/0-0-0.jpg']
23744;Piper;glabratum;Piper;glabratum;Brasil;Brasil;Juruena;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045655/TileGroup0/0-0-0.jpg']
23749;Piper;glabratum;Piper;glabratum;Brasil;Brasil;Juruena;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ESA/Piperaceae/ESA045657/TileGroup0/0-0-0.jpg']
26018;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brasil;Aquidauana;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002597/TileGroup0/0-0-0.jpg']
26116;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brasil;Jauru;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002548/TileGroup0/0-0-0.jpg']
26122;Piper;amalago;Piper;amalago;Brasil;Brasil;Bonito;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/ALCB/ALCB002651/TileGroup0/0-0-0.jpg']
27629;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;Vila Bela da Santíssima Trindade Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956974_01/TileGroup0/0-0-0.jpg']
30219;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934714_01/TileGroup0/0-0-0.jpg']
30208;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00933054_01/TileGroup0/0-0-0.jpg']
30220;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957072_01/TileGroup0/0-0-0.jpg']
30405;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00679950_01/TileGroup0/0-0-0.jpg']
30598;Piper;amalago;Piper;amalago;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957148_01/TileGroup0/0-0-0.jpg']
31056;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957237_01/TileGroup0/0-0-0.jpg']
30844;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957172_01/TileGroup0/0-0-0.jpg']
30854;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957175_01/TileGroup0/0-0-0.jpg']
30843;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957171_01/TileGroup0/0-0-0.jpg']
30850;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957178_01/TileGroup0/0-0-0.jpg']
31026;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00935143_01/TileGroup0/0-0-0.jpg']
31030;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00933188_01/TileGroup0/0-0-0.jpg']
31031;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934918_01/TileGroup0/0-0-0.jpg']
31050;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957231_01/TileGroup0/0-0-0.jpg']
31048;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957227_01/TileGroup0/0-0-0.jpg']
31081;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957257_01/TileGroup0/0-0-0.jpg']
31049;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957229_01/TileGroup0/0-0-0.jpg']
31053;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957233_01/TileGroup0/0-0-0.jpg']
31061;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957241_01/TileGroup0/0-0-0.jpg']
31084;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957254_01/TileGroup0/0-0-0.jpg']
31087;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957262_01/TileGroup0/0-0-0.jpg']
31086;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957261_01/TileGroup0/0-0-0.jpg']
31090;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957258_01/TileGroup0/0-0-0.jpg']
31635;Piper;caldense;Piper;caldense;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934854_01/TileGroup0/0-0-0.jpg']
31636;Piper;caldense;Piper;caldense;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957295_01/TileGroup0/0-0-0.jpg']
31650;Piper;caldense;Piper;caldense;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957309_01/TileGroup0/0-0-0.jpg']
32152;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957349_01/TileGroup0/0-0-0.jpg']
32124;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957354_01/TileGroup0/0-0-0.jpg']
32160;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;Mossâmedes Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957356_01/TileGroup0/0-0-0.jpg']
32309;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934850_01/TileGroup0/0-0-0.jpg']
32311;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957361_01/TileGroup0/0-0-0.jpg']
32690;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957398_01/TileGroup0/0-0-0.jpg']
32689;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957397_01/TileGroup0/0-0-0.jpg']
32696;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957407_01/TileGroup0/0-0-0.jpg']
32703;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957424_01/TileGroup0/0-0-0.jpg']
32708;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957429_01/TileGroup0/0-0-0.jpg']
32789;Piper;glabratum;Piper;glabratum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957456_01/TileGroup0/0-0-0.jpg']
33060;Piper;hispidum;Piper;hispidum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957470_01/TileGroup0/0-0-0.jpg']
34503;Piper;ovatum;Piper;ovatum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934849_01/TileGroup0/0-0-0.jpg']
34502;Piper;ovatum;Piper;ovatum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00933186_01/TileGroup0/0-0-0.jpg']
34508;Piper;ovatum;Piper;ovatum;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00933163_01/TileGroup0/0-0-0.jpg']
34899;Piper;regnellii;Piper;regnellii;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934853_01/TileGroup0/0-0-0.jpg']
35379;Piper;tectoniifolium;Piper;tectoniifolium;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021357_01/TileGroup0/0-0-0.jpg']
35376;Piper;tectoniifolium;Piper;tectoniifolium;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934851_01/TileGroup0/0-0-0.jpg']
35384;Piper;tectoniifolium;Piper;tectoniifolium;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021362_01/TileGroup0/0-0-0.jpg']
35377;Piper;tectoniifolium;Piper;tectoniifolium;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021355_01/TileGroup0/0-0-0.jpg']
35916;Piper;glabratum;Piper;glabratum;Brasil;Brazil;Mundo Novo Mun.;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01067814_01/TileGroup0/0-0-0.jpg']
35464;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021400_01/TileGroup0/0-0-0.jpg']
36087;Piper;regnellii;Piper;regnellii;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00557167_01/TileGroup0/0-0-0.jpg']
36980;Piper;regnellii;Piper;regnellii;Brasil;Brazil;Jataí Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021320_01/TileGroup0/0-0-0.jpg']
37189;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Cuiabá Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957269_01/TileGroup0/0-0-0.jpg']
37202;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Niquelândia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957092_01/TileGroup0/0-0-0.jpg']
37203;Piper;caldense;Piper;caldense;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957293_01/TileGroup0/0-0-0.jpg']
37238;Piper;fuligineum;Piper;fuligineum;Brasil;Brazil;Luciára Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00556334_01/TileGroup0/0-0-0.jpg']
37216;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;Antônio João Mun.;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957370_01/TileGroup0/0-0-0.jpg']
37271;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Cocalzinho de Goiás Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00679955_01/TileGroup0/0-0-0.jpg']
37280;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;Colinas do Sul Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934920_01/TileGroup0/0-0-0.jpg']
37487;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;Colinas do Sul Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934944_01/TileGroup0/0-0-0.jpg']
37495;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Cuiabá Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957221_01/TileGroup0/0-0-0.jpg']
37506;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Alto Paraíso de Goiás Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957081_01/TileGroup0/0-0-0.jpg']
37503;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Cavalcante Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957085_01/TileGroup0/0-0-0.jpg']
37516;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Alto Paraíso de Goiás Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957263_01/TileGroup0/0-0-0.jpg']
37556;Peperomia;elongata;Peperomia;elongata;Brasil;Brazil;Catalão Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956916_01/TileGroup0/0-0-0.jpg']
37625;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;Piranhas Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021364_01/TileGroup0/0-0-0.jpg']
37766;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;Luciára Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956975_01/TileGroup0/0-0-0.jpg']
20775;Piper;amalago;Piper;amalago;Brasil;Brasil;Antônio João;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00161691/TileGroup0/0-0-0.jpg']
37833;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Goiânia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957106_01/TileGroup0/0-0-0.jpg']
37832;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Goiânia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957107_01/TileGroup0/0-0-0.jpg']
37901;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Colinas do Sul Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00934942_01/TileGroup0/0-0-0.jpg']
38104;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Campinaçu Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00935119_01/TileGroup0/0-0-0.jpg']
43241;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brasil;Juína;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0156068_nd/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0156068_nd1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0156068_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0156068_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0156068/TileGroup0/0-0-0.jpg']
38802;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Mossâmedes Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957223_01/TileGroup0/0-0-0.jpg']
38791;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Luziânia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957245_01/TileGroup0/0-0-0.jpg']
9122;Piper;regnellii;Piper;regnellii;Brasil;Brazil;;Distrito Federal;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM065959/TileGroup0/0-0-0.jpg']
39069;Piper;aduncum;Piper;aduncum;Brasil;Brazil;;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957116_01/TileGroup0/0-0-0.jpg']
39446;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Goiânia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957217_01/TileGroup0/0-0-0.jpg']
39620;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Mossâmedes Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01145500_01/TileGroup0/0-0-0.jpg']
39665;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00956965_01/TileGroup0/0-0-0.jpg']
39888;Piper;dilatatum;Piper;dilatatum;Brasil;Brazil;Rio Brilhante Mun.;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957369_01/TileGroup0/0-0-0.jpg']
39889;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Rio Brilhante Mun.;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957465_01/TileGroup0/0-0-0.jpg']
40245;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Santa Terezinha Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957468_01/TileGroup0/0-0-0.jpg']
40277;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Rio Verde de Mato Grosso Mun.;Mato Grosso do Sul;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957184_01/TileGroup0/0-0-0.jpg']
40342;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Caiapônia Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957073_01/TileGroup0/0-0-0.jpg']
40413;Piper;arboreum;Piper;arboreum;Brasil;Brazil;Barra do Garças Mun.;Mato Grosso;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957265_01/TileGroup0/0-0-0.jpg']
40440;Piper;cuyabanum;Piper;cuyabanum;Brasil;Brazil;Cabeceiras Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957340_01/TileGroup0/0-0-0.jpg']
40457;Piper;aduncum;Piper;aduncum;Brasil;Brazil;Pirenópolis Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01145346_01/TileGroup0/0-0-0.jpg']
40466;Piper;ovatum;Piper;ovatum;Brasil;Brazil;Corumbá de Goiás Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00957541_01/TileGroup0/0-0-0.jpg']
40480;Piper;regnellii;Piper;regnellii;Brasil;Brazil;São João d'Aliança Mun.;Goiás;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01021310_01/TileGroup0/0-0-0.jpg']
