seq;genus;specific_epithet;genus_trusted;specific_epithet_trusted;country_trusted;country;county;state_province;urls
14043;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017057_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017057_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017057_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017057/TileGroup0/0-0-0.jpg']
36569;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brazil;;Amapá;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01360367_01/TileGroup0/0-0-0.jpg']
36707;Piper;bartlingianum;Piper;bartlingianum;Brasil;Brazil;;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01425310_01/TileGroup0/0-0-0.jpg']
36709;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01425322_01/TileGroup0/0-0-0.jpg']
3140;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1490899/TileGroup0/0-0-0.jpg']
3243;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Roraima;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1490894/TileGroup0/0-0-0.jpg']
3139;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1490898/TileGroup0/0-0-0.jpg']
3284;Piper;augustum;Piper;augustum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0111475/TileGroup0/0-0-0.jpg']
3576;Piper;cernuum;Piper;cernuum;Brasil;Brazil;;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484193/TileGroup0/0-0-0.jpg']
3906;Piper;demeraranum;Piper;demeraranum;Brasil;Brazil;;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1483972/TileGroup0/0-0-0.jpg']
3907;Piper;demeraranum;Piper;demeraranum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1483973/TileGroup0/0-0-0.jpg']
4210;Piper;erectipilum;Piper;erectipilum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484917/TileGroup0/0-0-0.jpg']
4381;Piper;glabrescens;Piper;glabrescens;Brasil;Brazil;;Roraima;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484905/TileGroup0/0-0-0.jpg']
4382;Piper;glabrescens;Piper;glabrescens;Brasil;Brazil;;Roraima;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484906/TileGroup0/0-0-0.jpg']
4794;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484539/TileGroup0/0-0-0.jpg']
4511;Piper;glabrescens;Piper;glabrescens;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484901/TileGroup0/0-0-0.jpg']
4574;Piper;arboreum;Piper;arboreum;Brasil;Brazil;;Roraima;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1490888/TileGroup0/0-0-0.jpg']
4786;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brazil;;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484525/TileGroup0/0-0-0.jpg']
4783;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484521/TileGroup0/0-0-0.jpg']
4851;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1484672/TileGroup0/0-0-0.jpg']
5432;Piper;obliquum;Piper;obliquum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0102894/TileGroup0/0-0-0.jpg']
5599;Piper;pellitum;Piper;pellitum;Brasil;Brazil;;Roraima;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1482566/TileGroup0/0-0-0.jpg']
5751;Piper;reticulatum;Piper;reticulatum;Brasil;Brazil;;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1483692/TileGroup0/0-0-0.jpg']
6046;Piper;reticulatum;Piper;reticulatum;Brasil;Brazil;;Amapá;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1483693/TileGroup0/0-0-0.jpg']
6147;Piper;vitaceum;Piper;vitaceum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U0005642/TileGroup0/0-0-0.jpg']
6622;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NL-BOTANY/NL-U1480293/TileGroup0/0-0-0.jpg']
6730;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brasil;Bragança;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HBRA/HBRA0003163_v02/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/HBRA/HBRA0003163_v01/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/HBRA/HBRA0003163/TileGroup0/0-0-0.jpg']
6933;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brazil;Serra Dos Carajás;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/UEC/UEC149494/TileGroup0/0-0-0.jpg']
8803;Piper;anonifolium;Piper;anonifolium;Brasil;Brazil;;Rondônia;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM108735/TileGroup0/0-0-0.jpg']
9235;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Manaus;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM243250/TileGroup0/0-0-0.jpg']
9655;Piper;consanguineum;Piper;consanguineum;Brasil;Brazil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/MBM/MBM250618/TileGroup0/0-0-0.jpg']
36798;Piper;consanguineum;Piper;consanguineum;Brasil;Brazil;Macapá Mun.;Amapá;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01421815_01/TileGroup0/0-0-0.jpg']
36815;Piper;cyrtopodon;Piper;cyrtopodon;Brasil;Brazil;Guajará-Mirim Mun.;Rondônia;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01421863_01/TileGroup0/0-0-0.jpg']
13493;Peperomia;macrostachya;Peperomia;macrostachya;Brasil;Brasil;;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN032785_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN032785_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN032785_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN032785/TileGroup0/0-0-0.jpg']
13521;Peperomia;rotundifolia;Peperomia;rotundifolia;Brasil;Brasil;Esperança;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018015_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018015_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018015/TileGroup0/0-0-0.jpg']
13641;Piper;belterraense;Piper;belterraense;Brasil;Brasil;;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN064044_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN064044_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN064044/TileGroup0/0-0-0.jpg']
13701;Piper;enckea;Piper;enckea;Brasil;Brasil;Esperança;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018067_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018067_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN018067/TileGroup0/0-0-0.jpg']
13625;Piper;baccans;Piper;baccans;Brasil;Brasil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN033567_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN033567_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN033567_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN033567/TileGroup0/0-0-0.jpg']
14148;Piper;belterraense;Piper;belterraense;Brasil;Brasil;Belterra;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029622_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029622/TileGroup0/0-0-0.jpg']
13897;Piper;reticulatum;Piper;reticulatum;Brasil;Brasil;Esperança;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN010451_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN010451_e2/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN010451_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN010451/TileGroup0/0-0-0.jpg']
14056;Peperomia;serpens;Peperomia;serpens;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017791_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017791_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017791_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017791/TileGroup0/0-0-0.jpg']
14042;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017523_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017523_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017523_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017523/TileGroup0/0-0-0.jpg']
14057;Piper;dilatatum;Piper;dilatatum;Brasil;Brasil;Belterra;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029431_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029431_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029431_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029431/TileGroup0/0-0-0.jpg']
14058;Piper;dilatatum;Piper;dilatatum;Brasil;Brasil;Belterra;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029430_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029430_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029430/TileGroup0/0-0-0.jpg']
14073;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017768_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017768_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017768/TileGroup0/0-0-0.jpg']
14084;Piper;carniconnectivum;Piper;carniconnectivum;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017028_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017028_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017028_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017028/TileGroup0/0-0-0.jpg']
14105;Peperomia;rotundifolia;Peperomia;rotundifolia;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017639_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017639_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017639/TileGroup0/0-0-0.jpg']
14110;Piper;cyrtopodon;Piper;cyrtopodon;Brasil;Brasil;Maués;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020050_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020050_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020050/TileGroup0/0-0-0.jpg']
14129;Piper;carniconnectivum;Piper;carniconnectivum;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN013156_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN013156_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN013156/TileGroup0/0-0-0.jpg']
14139;Piper;arboreum;Piper;arboreum;Brasil;Brasil;São Gabriel da Cachoeira;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN028521_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN028521_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN028521/TileGroup0/0-0-0.jpg']
14109;Piper;bartlingianum;Piper;bartlingianum;Brasil;Brasil;Maués;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020049_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020049_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN020049/TileGroup0/0-0-0.jpg']
14155;Piper;arboreum;Piper;arboreum;Brasil;Brasil;Tabatinga;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017947_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017947_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017947/TileGroup0/0-0-0.jpg']
14111;Piper;baccans;Piper;baccans;Brasil;Brasil;Manaus;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029605_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029605_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029605_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029605/TileGroup0/0-0-0.jpg']
14124;Piper;schwackei;Piper;schwackei;Brasil;Brasil;Belém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN011837_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN011837/TileGroup0/0-0-0.jpg']
14137;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brasil;São Miguel do Guamá;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN000048_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN000048_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN000048/TileGroup0/0-0-0.jpg']
14147;Piper;bartlingianum;Piper;bartlingianum;Brasil;Brasil;Tefé;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029683_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029683_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029683_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN029683/TileGroup0/0-0-0.jpg']
14159;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brasil;Benjamin Constant;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017962_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017962_e1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017962_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/IAN/IAN017962/TileGroup0/0-0-0.jpg']
36824;Piper;hispidum;Piper;hispidum;Brasil;Brazil;Senador Guiomard Mun.;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY00756291_01/TileGroup0/0-0-0.jpg']
25018;Piper;glabrescens;Piper;glabrescens;Brasil;Brasil;Barcelos;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011223/TileGroup0/0-0-0.jpg']
20659;Piper;bartlingianum;Piper;bartlingianum;Brasil;Brasil;Tefé;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/SPF/SPF00148960/TileGroup0/0-0-0.jpg']
24977;Piper;anonifolium;Piper;anonifolium;Brasil;Brasil;Boa Esperança;Acre;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP001478/TileGroup0/0-0-0.jpg']
45061;Piper;peltatum;Piper;peltatum;Brasil;Brasil;;Rondônia;['https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0022039_e/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/INPA/INPA0022039/TileGroup0/0-0-0.jpg']
36852;Peperomia;pellucida;Peperomia;pellucida;Brasil;Brazil;Maués Mun.;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01397566_01/TileGroup0/0-0-0.jpg']
24050;Piper;durilignum;Piper;durilignum;Brasil;Brasil;Belterra;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM001593/TileGroup0/0-0-0.jpg']
24051;Piper;durilignum;Piper;durilignum;Brasil;Brasil;Placas;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM012138/TileGroup0/0-0-0.jpg']
24072;Piper;tuberculatum;Piper;tuberculatum;Brasil;Brasil;Santarém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM002652/TileGroup0/0-0-0.jpg']
24112;Piper;durilignum;Piper;durilignum;Brasil;Brasil;Oriximiná;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM007405/TileGroup0/0-0-0.jpg']
24135;Piper;hostmannianum;Piper;hostmannianum;Brasil;Brasil;Belterra;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM000069/TileGroup0/0-0-0.jpg']
24086;Piper;callosum;Piper;callosum;Brasil;Brasil;Santarém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM008017/TileGroup0/0-0-0.jpg']
24105;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Santarém;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM000499_3/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM000499_2/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM000499_1/TileGroup0/0-0-0.jpg', 'https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM000499/TileGroup0/0-0-0.jpg']
24496;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Formoso;Tocantins;['https://storage.googleapis.com/cria-zoomify/herbaria/UFG/UFG0007520/TileGroup0/0-0-0.jpg']
24152;Piper;hispidum;Piper;hispidum;Brasil;Brasil;Itaituba;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/HSTM/HSTM009447/TileGroup0/0-0-0.jpg']
25004;Piper;divaricatum;Piper;divaricatum;Brasil;Brasil;Almeirim;Pará;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011206/TileGroup0/0-0-0.jpg']
25046;Piper;renitens;Piper;renitens;Brasil;Brasil;Manaus;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011274/TileGroup0/0-0-0.jpg']
25057;Piper;consanguineum;Piper;consanguineum;Brasil;Brasil;Manaus;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011192/TileGroup0/0-0-0.jpg']
25059;Piper;krukoffii;Piper;krukoffii;Brasil;Brasil;Manaus;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/SP/SP011235/TileGroup0/0-0-0.jpg']
36851;Piper;bartlingianum;Piper;bartlingianum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01421594_01/TileGroup0/0-0-0.jpg']
26207;Piper;alatabaccum;Piper;alatabaccum;Brasil;Brazil;;Amapá;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01421085_01/TileGroup0/0-0-0.jpg']
26261;Piper;nigrispicum;Piper;nigrispicum;Brasil;Brazil;;Amazonas;['https://storage.googleapis.com/cria-zoomify/herbaria/NY/NY01488500_01/TileGroup0/0-0-0.jpg']
